,precision,recall,f1-score,support,category,accuracy,Model
0,0.397389846743295,0.15560973322706176,0.22364475590445065,21329.0,Shopping,0.4411618957246033,HAVANA-NO-AGG
1,0.4589114194236926,0.09998139880952381,0.16419107258772767,21504.0,Shopping,0.4308608782750804,HAVANA-NO-AGG
2,0.39617812659955637,0.10833255575254269,0.17014105147462905,21434.0,Shopping,0.4423111392271601,HAVANA-NO-AGG
3,0.43931276556438204,0.11097111391105512,0.17718500856866104,21429.0,Shopping,0.4351626337708894,HAVANA-NO-AGG
4,0.41705903658094895,0.10734094616639478,0.17073803610483004,21455.0,Shopping,0.4372535374623057,HAVANA-NO-AGG
5,0.38810641627543035,0.039209486166007904,0.07122343480758185,6325.0,Community,0.4411618957246033,HAVANA-NO-AGG
6,0.3759512937595129,0.039678714859437754,0.07178145887823308,6225.0,Community,0.4308608782750804,HAVANA-NO-AGG
7,0.36981132075471695,0.03167420814479638,0.058350699612980055,6188.0,Community,0.4423111392271601,HAVANA-NO-AGG
8,0.4084158415841584,0.025522041763341066,0.04804192750036396,6465.0,Community,0.4351626337708894,HAVANA-NO-AGG
9,0.41852487135506006,0.03876707975850016,0.07096117493092918,6294.0,Community,0.4372535374623057,HAVANA-NO-AGG
10,0.4015809692671395,0.869588865781475,0.5494314448880578,31255.0,Food,0.4411618957246033,HAVANA-NO-AGG
11,0.3961503314428279,0.8788171316407632,0.546121698094343,31077.0,Food,0.4308608782750804,HAVANA-NO-AGG
12,0.40800167324010994,0.8675625019854506,0.5549966976578774,31479.0,Food,0.4423111392271601,HAVANA-NO-AGG
13,0.40093692188339203,0.8591432225063939,0.5467306831590512,31280.0,Food,0.4351626337708894,HAVANA-NO-AGG
14,0.39775791324736226,0.8741425396927636,0.5467363607980582,31051.0,Food,0.4372535374623057,HAVANA-NO-AGG
15,0.6262267102830323,0.37074772650724147,0.4657534246575342,11876.0,Entertainment,0.4411618957246033,HAVANA-NO-AGG
16,0.5189068600111545,0.39951906561319134,0.45145324858071717,11644.0,Entertainment,0.4308608782750804,HAVANA-NO-AGG
17,0.5525033689229812,0.45439045183290705,0.4986667914113299,11730.0,Entertainment,0.4423111392271601,HAVANA-NO-AGG
18,0.4836194814295725,0.47574321413183973,0.4796490161157204,11605.0,Entertainment,0.4351626337708894,HAVANA-NO-AGG
19,0.5135135135135135,0.4523419304752868,0.48099059848658565,11593.0,Entertainment,0.4372535374623057,HAVANA-NO-AGG
20,0.5985712960385936,0.5573600552868003,0.5772310445090584,11576.0,Travel,0.4411618957246033,HAVANA-NO-AGG
21,0.5595927681235738,0.547766323024055,0.5536163931579404,11640.0,Travel,0.4308608782750804,HAVANA-NO-AGG
22,0.5646105357946871,0.5383360522022839,0.5511603375527426,11647.0,Travel,0.4423111392271601,HAVANA-NO-AGG
23,0.5991362763915548,0.5360638845955693,0.5658479108130156,11646.0,Travel,0.4351626337708894,HAVANA-NO-AGG
24,0.6333663366336634,0.5317097498129831,0.5781031132800145,12031.0,Travel,0.4372535374623057,HAVANA-NO-AGG
25,0.8071065989847716,0.025043313907702,0.04857928505957837,6349.0,Outdoors,0.4411618957246033,HAVANA-NO-AGG
26,0.8717948717948718,0.010514921911241688,0.02077922077922078,6467.0,Outdoors,0.4308608782750804,HAVANA-NO-AGG
27,0.776173285198556,0.03462715413110001,0.06629663891458526,6209.0,Outdoors,0.4423111392271601,HAVANA-NO-AGG
28,0.7263157894736842,0.011004784688995215,0.021681068342498035,6270.0,Outdoors,0.4351626337708894,HAVANA-NO-AGG
29,0.75177304964539,0.01661181632972888,0.032505366452008584,6381.0,Outdoors,0.4372535374623057,HAVANA-NO-AGG
30,0.49101796407185627,0.013365933170334148,0.026023484608060934,6135.0,Nightlife,0.4411618957246033,HAVANA-NO-AGG
31,0.488,0.009701017811704835,0.019023857788866366,6288.0,Nightlife,0.4308608782750804,HAVANA-NO-AGG
32,0.6298568507157464,0.050016239038648914,0.09267338649014593,6158.0,Nightlife,0.4423111392271601,HAVANA-NO-AGG
33,0.3333333333333333,0.0037398373983739837,0.00739668757034893,6150.0,Nightlife,0.4351626337708894,HAVANA-NO-AGG
34,0.75,0.005466291204240517,0.010853478046373951,6037.0,Nightlife,0.4372535374623057,HAVANA-NO-AGG
