,precision,recall,f1-score,support,category,accuracy,Model
0,0.4021931376016979,0.10661540625439542,0.16855056887670014,21329.0,Shopping,0.44414571142390213,HAVANA-ARMA
1,0.4188387560668704,0.10835193452380952,0.17216536742158348,21504.0,Shopping,0.43055511624229004,HAVANA-ARMA
2,0.3857767743756173,0.12755435289726602,0.19171838294589952,21434.0,Shopping,0.43849438557646686,HAVANA-ARMA
3,0.39880316306903185,0.0870782584348313,0.14294469128236556,21429.0,Shopping,0.4245558542885761,HAVANA-ARMA
4,0.3750332005312085,0.06581216499650432,0.1119746233148295,21455.0,Shopping,0.4284810526981717,HAVANA-ARMA
5,0.3866498740554156,0.048537549407114626,0.0862480685489535,6325.0,Community,0.44414571142390213,HAVANA-ARMA
6,0.31137254901960787,0.06377510040160643,0.10586666666666666,6225.0,Community,0.43055511624229004,HAVANA-ARMA
7,0.36560693641618497,0.04088558500323206,0.07354651162790697,6188.0,Community,0.43849438557646686,HAVANA-ARMA
8,0.3597972972972973,0.032946635730858466,0.060365594445231686,6465.0,Community,0.4245558542885761,HAVANA-ARMA
9,0.4218512898330804,0.044169049888782966,0.07996548252552856,6294.0,Community,0.4284810526981717,HAVANA-ARMA
10,0.39652753921905415,0.8863541833306671,0.5479286780921488,31255.0,Food,0.44414571142390213,HAVANA-ARMA
11,0.3883776486719534,0.884094346301123,0.5396778628953054,31077.0,Food,0.43055511624229004,HAVANA-ARMA
12,0.3933601468671609,0.891673814288891,0.5458983235442841,31479.0,Food,0.43849438557646686,HAVANA-ARMA
13,0.3851224632610217,0.8796994884910486,0.535714981018203,31280.0,Food,0.4245558542885761,HAVANA-ARMA
14,0.3821891148245084,0.917039708866059,0.539524044109288,31051.0,Food,0.4284810526981717,HAVANA-ARMA
15,0.618921308576481,0.4125968339508252,0.49512453897842673,11876.0,Entertainment,0.44414571142390213,HAVANA-ARMA
16,0.48783198133125905,0.3770182068017863,0.4253257762922056,11644.0,Entertainment,0.43055511624229004,HAVANA-ARMA
17,0.5468188019347637,0.37587382779198636,0.44551103925630275,11730.0,Entertainment,0.43849438557646686,HAVANA-ARMA
18,0.4896142433234421,0.38388625592417064,0.4303516228748068,11605.0,Entertainment,0.4245558542885761,HAVANA-ARMA
19,0.5034887991186192,0.3547830587423445,0.4162534156461897,11593.0,Entertainment,0.4284810526981717,HAVANA-ARMA
20,0.6782775335362417,0.5197823082239116,0.5885459969677703,11576.0,Travel,0.44414571142390213,HAVANA-ARMA
21,0.7810543886493253,0.48238831615120276,0.5964204153167986,11640.0,Travel,0.43055511624229004,HAVANA-ARMA
22,0.8255730142712988,0.49171460461921523,0.6163366336633663,11647.0,Travel,0.43849438557646686,HAVANA-ARMA
23,0.7237748602625763,0.4781040700669758,0.5758312218832411,11646.0,Travel,0.4245558542885761,HAVANA-ARMA
24,0.8661868390129259,0.49015044468456487,0.6260417219597643,12031.0,Travel,0.4284810526981717,HAVANA-ARMA
25,0.5938303341902313,0.10915104740904079,0.18440659925492284,6349.0,Outdoors,0.44414571142390213,HAVANA-ARMA
26,0.6848958333333334,0.040668006803773,0.07677711283024376,6467.0,Outdoors,0.43055511624229004,HAVANA-ARMA
27,0.7692307692307693,0.025769044934772105,0.049867539348605265,6209.0,Outdoors,0.43849438557646686,HAVANA-ARMA
28,0.4356984478935698,0.06267942583732057,0.10959286112660346,6270.0,Outdoors,0.4245558542885761,HAVANA-ARMA
29,0.7938144329896907,0.02413414825262498,0.04684410646387833,6381.0,Outdoors,0.4284810526981717,HAVANA-ARMA
30,0.39965397923875434,0.03765281173594132,0.06882168925964546,6135.0,Nightlife,0.44414571142390213,HAVANA-ARMA
31,0.5289017341040463,0.05820610687022901,0.10487106017191977,6288.0,Nightlife,0.43055511624229004,HAVANA-ARMA
32,0.47305389221556887,0.0384865215979214,0.07118185913800872,6158.0,Nightlife,0.43849438557646686,HAVANA-ARMA
33,0.5930232558139535,0.041463414634146344,0.07750759878419453,6150.0,Nightlife,0.4245558542885761,HAVANA-ARMA
34,0.4164420485175202,0.05118436309425211,0.09116388847912671,6037.0,Nightlife,0.4284810526981717,HAVANA-ARMA
