,fold,Model,accuracy,macro avg,weighted avg
0,1,HAVANA,0.47191549681461975,0.3209189747850701,0.3864051107161395
1,2,HAVANA,0.4818823946327752,0.3435223597279015,0.400635575253652
2,3,HAVANA,0.4761801209719638,0.32139814115386306,0.38318961782154776
3,4,HAVANA,0.47560597457302906,0.34038084543227515,0.39712948520297914
4,5,HAVANA,0.4715748694219935,0.31945599503313077,0.3773778061899598
