,fold,Model,accuracy,macro avg,weighted avg
0,1,HAVANA-NO-AGG,0.4459693462520437,0.26648214703132067,0.3537762806286339
1,2,HAVANA-NO-AGG,0.4480513204629473,0.27093299993901365,0.3587197148211683
2,3,HAVANA-NO-AGG,0.446351914047084,0.27173794729143047,0.35427081791552884
3,4,HAVANA-NO-AGG,0.4487896616851711,0.28036576795311013,0.366075480559634
4,5,HAVANA-NO-AGG,0.44827419569183186,0.2688553572109185,0.35481249187164354
