,fold,Model,accuracy,macro avg,weighted avg
0,1,PGC-NN,0.4272799027069692,0.20844280155725037,0.29891654521353983
1,2,PGC-NN,0.4152592198838605,0.17765371770611665,0.28020052470729845
2,3,PGC-NN,0.4242837928173903,0.2001895661086521,0.2999971969693576
3,4,PGC-NN,0.41917855661467707,0.1771354327567511,0.28020201365260333
4,5,PGC-NN,0.41987121404322664,0.16720161554552745,0.28045392278781917
