,fold,Model,accuracy,macro avg,weighted avg
0,1,HAVANA-GAT,0.43510991617902894,0.2684335231963201,0.3467684981855296
1,2,HAVANA-GAT,0.4326743634350783,0.2751933588990707,0.3543495710521726
2,3,HAVANA-GAT,0.4247772681743898,0.26418863034827145,0.33740514590264925
3,4,HAVANA-GAT,0.4337814328641468,0.2713867765680976,0.3489323960632782
4,5,HAVANA-GAT,0.434122013453955,0.2735869251481646,0.35731980550385883
