,fold,Model,accuracy,macro avg,weighted avg
0,1,HAVANA-ARMA,0.44414571142390213,0.3056608771397954,0.3748449680952873
1,2,HAVANA-ARMA,0.43055511624229004,0.2887291802278176,0.36041548626389724
2,3,HAVANA-ARMA,0.43849438557646686,0.28486575564633904,0.36797947877070397
3,4,HAVANA-ARMA,0.4245558542885761,0.27604408163066374,0.3487244444001116
4,5,HAVANA-ARMA,0.4284810526981717,0.27310961178551496,0.3465266635715352
